qkey,SATIS_W86,PERSFIN_W86,SELFNAT_W86,AFROLATINO_W86,POL1JB_W86,HISPSIT_W86,RACESURV56_W86,SKINCLR_W86,F_RACECMB,F_GENDER,F_PARTYSUM_FINAL,F_EDUCCAT3,PRIMARY_LANGUAGE_W86,immgen,discrimlv
201901052062,1,3,3,2,1,3,2,1,1,2,1,1,3,1,5
201901052115,2,3,3,2,2,1,7,4,5,2,1,1,2,1,1
201901052120,2,2,,2,1,3,2,2,4,1,1,1,2,,7
201901052124,1,2,3,2,1,2,2,1,5,1,2,1,2,1,4
201901052125,1,2,3,2,1,2,1,3,1,1,2,1,3,1,3
201901052238,1,3,2,1,1,2,2,6,5,1,2,1,2,2,2
201901052378,1,3,,2,1,3,1,3,1,1,2,2,2,,4
201901052592,2,3,2,2,1,3,7,,1,2,2,1,2,2,7
201901052687,2,2,1,2,1,3,2,3,1,2,9,3,2,3,0
201901052850,1,2,3,2,1,1,2,4,4,2,2,1,2,1,2
201901052949,1,3,3,2,1,2,2,2,1,2,2,1,2,1,1
201901053061,1,2,2,2,1,3,1,1,1,2,2,1,2,2,0
201901053076,2,2,2,1,2,2,7,5,4,1,1,1,2,2,0
201901053080,1,2,2,2,2,2,7,2,1,1,2,1,2,2,1
201901053136,2,3,3,2,1,3,1,2,1,2,2,1,2,1,8
201901053254,1,4,4,2,1,3,2,3,5,2,2,1,3,1,2
201901053314,2,2,4,2,2,2,2,3,5,2,1,1,2,1,0
201901053317,2,2,2,2,2,3,2,4,1,1,1,1,2,2,1
201901053370,1,2,3,2,1,1,2,4,1,2,2,1,3,1,0
201901053383,2,2,2,1,2,3,2,2,1,2,1,1,2,2,0
201901053483,1,3,,2,1,1,2,2,1,2,9,1,3,,0
201901053548,1,2,3,2,1,3,2,3,1,2,2,1,1,1,1
201901053619,2,3,3,2,1,2,2,3,5,2,9,3,3,1,6
201901053625,2,3,3,2,1,3,1,1,1,1,2,1,1,1,2
201901053990,2,2,3,1,2,2,2,6,2,2,1,1,3,1,0
201901054013,1,3,2,1,1,1,2,6,4,1,2,2,1,2,3
201901054067,2,3,2,2,2,3,2,6,,1,1,1,2,2,0
201901054403,2,3,3,2,1,3,2,3,1,1,2,1,2,1,0
201901054444,1,2,3,1,1,1,2,5,2,1,2,2,3,1,0
201901054463,1,3,3,2,1,2,2,2,1,2,2,2,3,1,0
201901054477,1,2,3,2,1,2,3,2,1,2,2,1,1,1,2
201901054496,1,3,1,2,1,1,2,1,1,1,9,1,2,3,0
201901054617,1,1,4,2,1,3,1,2,1,2,2,1,2,1,0
201901054699,1,3,3,2,1,3,2,6,5,1,2,1,2,1,0
201901054726,1,3,3,2,1,1,2,3,1,2,2,1,2,1,0
201901054806,1,2,,1,1,1,2,,1,1,2,2,2,,4
201901054910,2,3,3,2,1,2,8,3,1,1,1,1,2,1,0
201901055010,1,2,2,2,1,3,2,2,1,2,2,1,2,2,0
201901055109,1,1,4,2,1,3,2,4,5,2,2,1,2,1,0
201901055206,1,2,2,2,1,3,2,2,1,2,2,1,1,2,0
201901055207,1,4,2,2,1,1,2,2,1,2,2,2,3,2,0
201901055227,1,2,3,2,1,1,2,2,1,1,2,1,2,1,0
201901055245,1,3,3,1,1,1,2,2,1,2,1,1,3,1,0
201901055248,2,3,2,2,2,1,2,5,1,2,1,1,2,2,1
201901055261,2,2,2,2,2,2,2,4,1,2,1,1,2,2,0
201901055272,1,3,3,1,1,3,2,3,1,2,1,1,3,1,4
201901055278,1,2,3,2,1,3,2,4,1,2,1,2,3,1,1
201901055520,1,2,3,2,1,1,2,4,1,1,2,1,2,1,4
201901055546,1,3,3,2,1,3,2,3,1,1,2,1,2,1,0
201901055555,1,3,2,2,1,2,2,3,1,2,2,1,2,2,0
201901055590,2,4,3,2,,3,1,1,1,,1,1,2,1,
201901055650,1,2,3,2,1,1,2,2,1,2,2,1,2,1,1
201901055806,1,2,2,2,1,3,2,2,1,2,2,1,3,2,3
201901055893,1,2,2,2,1,3,1,2,1,2,2,1,2,2,0
201901056228,2,3,2,2,1,3,2,4,1,1,2,1,2,3,2
201901056396,1,3,3,2,1,2,2,2,4,2,2,1,2,1,0
201901056464,1,2,2,2,1,3,1,1,1,2,2,1,2,2,2
201901056504,2,3,3,2,1,3,2,2,1,2,2,1,2,1,1
201901056547,1,3,2,2,1,3,2,3,4,2,2,1,1,2,0
201901056548,2,3,2,2,1,3,2,2,1,1,2,1,2,2,8
201901056592,1,3,4,2,1,3,2,4,1,2,2,2,3,1,0
201901056638,2,4,5,1,1,3,2,6,2,2,2,2,3,1,0
201901056643,2,2,2,2,2,3,1,1,1,1,1,2,1,2,0
201901056705,1,3,3,2,1,3,2,3,1,1,1,1,2,1,0
201901056742,2,2,5,2,2,3,2,2,1,1,1,2,3,1,1
201901056753,2,2,1,2,1,3,7,2,5,2,2,1,1,3,2
201901056872,1,1,3,2,1,3,2,2,5,1,2,1,2,1,1
201901056933,1,3,2,2,1,2,1,1,1,2,2,1,2,3,2
201901056944,2,2,2,2,1,3,2,2,1,1,2,1,2,2,0
201901056964,2,4,4,2,1,1,2,3,5,1,2,1,2,1,0
201901056993,1,3,1,2,1,3,2,3,5,1,1,1,3,3,0
201901057008,1,3,2,2,1,3,2,2,1,2,2,1,2,2,0
201901057108,1,2,1,2,1,1,1,2,1,3,1,2,3,2,3
201901057209,2,4,1,2,2,3,2,,1,2,9,1,3,3,1
201901057219,1,3,,2,1,1,2,3,1,2,1,1,3,,3
201901057262,1,4,,2,2,2,8,4,4,2,1,3,3,,5
201901057281,2,2,5,2,2,3,2,2,1,1,1,1,3,1,1
201901057299,2,3,2,2,2,1,8,2,5,1,1,1,2,2,0
201901057353,1,2,3,2,1,3,1,1,1,1,2,1,2,1,0
201901057400,1,3,3,2,1,1,1,1,1,2,1,1,2,1,0
201901057448,2,3,2,2,2,3,2,6,1,1,2,1,1,2,0
201901057488,2,4,5,2,2,1,1,1,1,2,1,1,3,1,1
201901057528,1,2,3,2,1,3,2,6,1,2,2,1,2,1,1
201901057633,1,3,4,2,1,3,2,,1,2,2,1,2,1,0
201901057690,2,3,3,2,2,2,1,2,1,1,1,1,3,1,1
201901057728,1,4,2,2,1,1,2,4,1,2,2,2,1,3,0
201901058107,1,3,3,2,1,3,2,1,1,2,2,1,2,1,0
201901058127,2,2,2,2,1,2,2,2,1,2,2,1,2,2,0
201901058158,2,4,3,2,1,1,7,2,1,2,2,1,2,1,0
201901058261,1,4,2,2,1,3,2,1,1,1,1,1,1,2,0
201901058298,2,3,4,2,1,1,2,3,1,2,2,2,3,1,0
201901058348,1,2,2,2,1,3,2,2,,2,2,3,1,2,7
201901058387,2,2,2,2,2,3,2,1,1,1,1,1,3,2,3
201901058554,1,3,3,2,1,3,7,3,1,2,9,1,3,1,7
201901058672,2,3,5,1,1,2,2,5,2,1,2,1,2,1,1
201901058808,1,4,3,2,1,2,2,2,1,2,1,1,3,1,6
201901058827,1,3,3,2,1,3,2,3,5,2,2,1,2,1,1
201901059014,2,3,3,2,2,2,2,6,,1,1,1,2,1,0
201901059067,1,2,4,2,2,1,1,2,1,2,1,2,3,1,
201901059189,2,2,5,2,2,3,2,2,1,2,1,2,3,1,1
201901059230,2,3,3,2,2,3,2,1,1,1,1,1,3,1,3
201901059250,1,2,2,2,1,3,2,4,1,2,2,1,1,2,0
201901059388,1,2,2,2,1,2,2,3,5,1,2,1,2,2,3
201901059462,2,3,2,2,1,1,2,5,1,1,2,1,2,2,3
201901059523,1,2,2,2,1,3,2,2,5,1,2,2,1,3,1
201901059558,2,3,3,2,2,2,2,2,1,2,1,1,3,1,0
201901059624,1,2,2,2,1,1,2,5,4,1,2,1,2,2,0
201901059652,1,3,2,2,1,3,2,4,1,1,2,1,2,2,0
201901059654,1,2,2,2,1,1,2,4,5,2,2,1,2,2,1
201901059672,1,2,3,2,1,2,1,1,1,1,2,1,2,1,0
201901059731,1,2,3,2,1,1,1,1,1,2,1,1,3,1,6
201901059763,2,3,4,2,2,2,,4,5,2,9,1,3,1,0
201901059814,2,2,2,2,1,3,2,4,1,2,2,1,1,2,2
201901059848,1,3,3,2,1,1,2,2,1,1,9,1,2,1,0
201901059849,1,3,3,2,1,3,2,2,1,2,2,1,3,1,0
201901060021,1,3,3,2,1,3,2,2,1,2,2,2,2,1,5
201901060056,1,2,4,2,1,2,2,1,1,2,2,1,3,1,3
201901060065,1,2,3,2,2,3,1,2,1,2,1,1,3,1,0
201901060067,2,2,2,2,2,2,2,5,1,2,2,1,2,2,4
201901060093,1,3,3,2,1,1,7,2,5,2,1,1,3,1,4
201901060125,2,2,2,2,1,3,2,3,1,1,2,1,2,2,4
201901060152,1,3,3,1,1,1,2,2,5,2,2,1,3,1,4
201901060199,2,4,1,2,1,2,1,1,1,2,2,1,3,3,4
201901060238,1,3,3,2,1,1,2,2,1,2,2,1,3,1,0
201901060587,1,3,3,2,1,3,2,1,1,2,2,1,3,1,1
201901060612,2,3,3,2,,2,2,2,1,2,1,3,3,1,0
201901060660,1,3,3,2,,1,2,1,1,2,1,1,3,1,3
201901060741,1,2,4,2,1,3,2,5,1,1,2,2,2,1,5
201901060815,2,3,3,2,2,3,2,2,1,1,1,1,3,1,0
201901060818,1,3,5,2,1,1,,2,1,1,2,1,3,1,0
201901060927,1,2,5,2,1,3,1,3,1,2,2,1,2,1,0
201901060942,2,4,5,2,2,3,1,2,1,1,1,2,3,1,1
201901061058,1,3,3,2,1,1,7,2,1,2,2,1,3,1,0
201901061066,1,2,2,2,2,3,2,5,5,1,1,3,1,2,1
201901061134,1,2,,2,1,1,2,3,5,2,9,1,3,,1
201901061137,2,3,3,2,1,2,2,4,5,1,2,1,2,1,0
201901061370,1,2,1,2,1,1,1,1,1,2,2,1,2,3,0
201901061445,1,2,3,2,1,1,1,1,1,1,2,1,3,1,1
201901061477,1,2,2,2,1,2,2,2,1,2,2,1,2,2,0
201901061665,1,3,1,1,1,3,3,4,2,2,2,3,2,2,0
201901061690,1,2,4,1,1,3,2,2,1,1,2,2,3,1,0
201901061730,2,3,4,2,1,3,2,2,1,2,2,1,2,1,1
201901061849,2,3,2,2,2,3,2,2,1,1,2,1,1,2,1
201901061929,1,3,3,2,1,2,2,4,5,1,2,1,3,1,6
201901062032,2,2,2,2,,1,7,2,1,2,9,1,1,2,1
201901062127,2,3,2,2,2,3,2,2,5,2,2,2,2,2,1
201901062163,1,2,2,2,1,3,2,4,1,2,2,1,2,2,4
201901062221,2,3,3,2,2,2,2,2,1,2,1,1,1,1,5
201901062237,1,2,3,1,1,1,2,2,1,2,1,1,2,1,0
201901062359,2,3,2,2,1,3,1,2,1,2,2,1,1,2,0
201901062516,1,2,3,2,1,3,2,2,1,2,1,1,2,1,0
201901062554,1,3,5,2,2,3,2,1,1,2,1,2,2,1,3
201901062637,1,3,3,2,1,1,2,4,5,1,2,1,3,1,2
201901062639,2,2,3,2,2,1,2,2,1,2,2,1,3,1,1
201901062784,1,3,4,2,1,3,2,2,1,2,2,1,3,1,0
201901062785,2,3,1,2,2,3,2,4,1,1,1,1,2,3,0
201901062927,1,2,3,2,1,3,1,2,1,2,2,1,2,1,0
201901063121,1,4,4,2,1,,2,6,5,2,9,3,3,1,
201901063495,2,2,5,2,2,2,7,1,1,2,1,1,1,1,0
201901063539,1,3,,2,1,1,2,2,1,1,2,1,3,,0
201901063670,2,2,2,2,2,1,2,1,1,1,1,1,2,2,0
201901063674,,3,3,2,,3,1,1,1,2,1,1,3,1,0
201901063734,1,4,3,2,1,3,2,3,1,2,2,1,2,1,0
201901063934,1,2,3,2,1,1,1,1,1,1,2,1,2,1,3
201901064141,1,3,2,2,1,3,2,1,1,2,2,3,2,3,0
201901064384,1,2,4,2,1,3,2,4,1,1,2,1,2,1,0
201901064394,1,2,4,2,1,3,2,2,1,1,2,1,1,1,0
201901064524,1,2,3,2,1,1,2,4,5,2,2,2,1,1,0
201901064545,1,4,2,1,1,2,2,5,5,1,2,2,1,2,0
201901064588,2,2,3,1,2,3,2,4,5,2,1,2,3,1,0
201901064636,2,1,2,2,2,3,1,2,1,1,1,1,1,2,0
201901064788,1,1,3,1,1,2,2,4,1,1,1,2,2,1,5
201901064791,2,2,2,1,2,1,2,3,5,2,1,1,2,2,0
201901064864,1,3,3,2,1,1,2,8,1,2,2,2,3,1,0
201901064884,2,3,2,2,1,2,2,4,1,2,2,1,2,2,3
201901064914,2,3,3,2,1,1,1,1,1,2,2,1,3,1,0
201901064979,2,4,2,2,2,3,2,2,1,1,2,1,2,3,0
201901065041,1,3,3,1,1,1,2,4,5,1,2,1,2,1,2
201901065093,1,1,3,1,1,1,5,,1,1,1,1,2,1,0
201901065100,2,1,3,1,1,3,7,6,4,2,2,1,2,1,1
201901065260,2,3,3,2,1,3,1,1,1,2,2,1,2,1,0
201901065305,1,2,2,2,1,3,8,2,1,1,1,1,2,2,0
201901065608,1,4,1,1,1,1,2,9,5,2,2,3,2,3,0
201901065778,1,3,3,1,1,3,2,4,5,2,2,1,3,1,0
201901066032,1,3,2,2,1,3,2,2,4,2,2,1,2,2,1
201901066154,2,3,3,2,2,3,7,3,4,2,2,1,2,1,1
201901066163,1,3,2,2,2,3,2,4,5,1,1,2,2,2,1
201901066226,2,2,3,2,2,3,2,2,1,1,2,1,1,1,0
201901066272,1,2,3,2,1,1,2,3,1,2,2,1,2,1,3
201901066323,1,2,2,1,1,2,2,2,2,2,2,1,1,3,5
201901066366,2,4,3,2,1,1,2,4,5,2,2,1,3,1,0
201901066395,1,3,3,2,1,3,1,1,1,2,2,1,2,1,1
201901066562,2,3,2,2,,2,2,,1,2,9,1,2,2,8
201901066628,1,3,3,2,1,3,2,1,1,2,2,1,2,1,1
201901066708,2,4,2,2,1,3,1,1,1,2,2,1,2,3,0
201901066950,1,1,2,2,1,1,2,4,1,1,2,1,1,2,6
201901067043,2,4,2,2,1,2,2,4,5,2,2,1,1,2,1
201901067063,1,3,4,2,1,1,2,6,5,1,2,1,3,1,1
201901067135,1,2,3,2,2,1,2,1,1,1,1,1,2,1,5
201901067164,2,2,3,2,1,2,1,2,1,1,2,1,1,1,6
201901067209,1,1,,2,1,1,2,,1,2,2,2,2,,6
201901067257,2,1,2,2,2,3,2,5,1,1,1,2,2,2,1
201901067310,2,4,3,2,2,3,1,1,1,1,1,1,2,1,0
201901067319,2,3,3,2,1,1,1,1,1,2,1,1,3,1,0
201901067440,2,3,3,2,2,3,2,3,1,1,1,1,2,1,0
201901067493,1,2,4,2,1,1,2,4,1,2,2,1,3,1,3
201901067718,2,1,3,2,2,3,2,2,1,2,2,1,2,1,1
201901067732,1,2,3,1,1,1,2,8,2,2,2,1,2,1,3
201901067808,1,3,4,2,1,3,8,3,5,2,2,3,3,1,4
201901067878,1,2,3,2,1,3,2,2,1,2,9,1,3,1,0
201901067935,2,2,2,2,1,2,2,3,1,1,2,1,1,3,4
201901067981,1,2,3,2,2,3,7,2,5,2,1,1,2,1,3
201901068003,1,2,3,2,1,3,2,2,4,1,2,1,3,1,0
201901068010,1,2,4,2,1,1,2,1,1,2,1,1,3,1,7
201901068092,2,3,3,2,2,3,2,2,1,2,1,1,3,1,1
201901068108,2,2,2,2,1,2,2,4,1,2,2,1,2,2,0
201901068182,1,2,3,2,1,3,2,1,5,2,2,2,3,1,1
201901068203,1,3,2,1,1,1,2,1,5,2,2,1,2,3,1
201901068237,1,2,3,1,1,3,2,1,1,2,1,1,3,1,1
201901068242,1,1,2,2,1,1,2,4,1,1,2,1,2,2,0
201901068274,1,3,3,2,1,1,7,1,1,2,9,1,3,1,5
201901068319,1,3,,2,1,3,2,3,1,1,2,1,3,,0
201901068325,1,2,2,2,1,3,1,3,1,2,1,1,2,2,0
201901068360,1,2,5,2,1,2,2,2,1,1,2,1,3,1,2
201901068368,1,3,3,2,1,3,2,2,1,2,1,1,2,1,1
201901068370,2,3,2,2,2,3,2,4,1,2,1,1,2,2,3
201901068501,1,2,2,1,1,2,2,3,1,2,2,1,2,2,4
201901068526,1,2,3,2,1,3,2,4,5,2,2,1,3,1,5
201901068678,2,3,3,2,1,2,2,5,1,2,2,1,3,1,7
201901068691,1,3,3,2,1,1,1,2,1,1,1,1,2,1,0
201901068764,1,2,3,2,1,1,1,2,1,2,2,1,2,1,3
201901068823,1,2,2,1,1,1,2,5,1,2,2,1,2,2,5
201901068852,1,3,4,2,1,1,2,4,1,2,2,1,3,1,4
201901068870,1,4,2,2,1,3,8,2,1,2,2,1,2,2,0
201901068904,1,1,5,2,2,3,7,2,1,2,1,1,3,1,7
201901068943,2,3,3,2,2,3,,2,5,1,1,1,2,1,8
201901068971,2,3,3,2,2,3,2,1,1,2,1,1,3,1,6
201901069057,1,3,3,2,1,3,2,,1,2,2,2,2,1,0
201901069084,1,3,1,2,1,3,2,3,4,3,2,1,2,3,8
201901069163,2,2,3,2,2,1,2,4,1,2,1,1,2,1,1
201901069171,2,2,2,2,1,3,2,5,1,2,2,1,1,2,2
201901069200,1,3,2,2,1,3,2,,1,2,2,2,1,3,0
201901069231,1,2,3,2,1,2,2,1,1,2,2,1,2,1,1
201901069375,2,2,3,2,2,1,7,1,1,2,1,1,2,1,0
201901069475,2,3,3,2,1,1,1,1,1,1,2,1,3,1,6
201901069485,1,2,2,2,1,3,7,2,4,2,2,2,1,2,1
201901069498,2,3,1,1,2,3,2,4,5,2,2,3,3,3,3
201901069759,1,2,3,2,1,1,2,3,1,1,1,1,3,1,0
201901069810,1,3,2,2,2,3,2,2,4,2,1,1,3,2,0
201901069811,2,2,2,2,1,3,1,1,5,1,2,1,1,3,3
201901069815,2,2,2,2,2,2,1,2,1,1,1,1,2,2,0
201901069849,1,2,2,2,1,3,1,2,1,1,1,1,1,3,0
201901069851,2,3,,2,1,2,7,2,1,2,2,1,3,,5
201901070107,1,3,,2,1,2,2,,1,1,2,1,1,,0
201901070219,2,4,2,1,1,1,2,3,4,1,2,1,2,2,2
201901070238,1,2,2,2,1,1,2,2,1,2,2,1,2,2,0
201901070266,,3,3,2,,3,2,2,1,2,9,1,3,1,0
201901070483,2,3,2,2,1,1,1,2,4,1,2,1,1,3,0
201901070501,2,3,1,2,1,2,2,4,1,2,1,1,2,3,1
201901070530,1,3,5,2,1,3,2,2,1,1,1,2,3,1,0
201901070565,1,2,3,2,1,1,2,2,1,1,2,2,3,1,1
201901070641,2,1,1,2,1,2,1,3,1,1,2,1,2,3,2
201901070648,1,1,2,2,1,2,2,,1,2,2,1,2,3,1
201901070721,1,4,2,2,1,3,2,4,,1,2,3,1,2,0
201901070770,2,1,2,2,2,3,2,4,1,1,1,2,2,2,3
201901070798,1,3,4,2,1,2,2,2,1,2,2,2,2,1,4
201901070883,1,2,3,2,,3,1,2,1,1,2,1,2,1,0
201901070899,1,2,3,2,1,3,2,4,5,1,2,1,2,1,1
201901070904,2,3,3,2,2,1,2,3,1,2,1,1,3,1,1
201901070905,1,2,2,2,1,2,1,1,1,2,2,1,2,2,0
201901071046,2,4,2,1,2,2,2,5,1,2,1,1,2,2,8
201901071057,2,4,3,2,2,2,2,3,5,2,1,1,2,1,4
201901071132,2,3,3,2,1,2,1,2,1,2,2,1,1,1,0
201901071289,1,2,1,2,1,3,8,2,1,2,2,3,3,3,0
201901071319,1,4,3,2,1,3,7,2,4,2,1,1,1,1,2
201901071459,1,2,3,2,2,1,2,2,1,1,1,1,2,1,1
201901071564,2,3,2,1,2,2,2,4,2,1,1,1,2,2,8
201901071605,1,1,2,2,1,1,7,3,4,2,2,1,2,2,0
201901071685,1,1,3,2,1,3,2,2,1,1,1,2,2,1,2
201901071729,1,3,4,2,1,3,2,2,1,2,2,3,3,1,6
201901071773,1,3,4,2,,3,1,1,1,2,9,1,3,1,6
201901071800,1,3,3,2,1,1,2,3,1,1,2,1,2,1,0
201901071803,1,3,3,2,1,1,2,3,1,2,2,1,3,1,4
201901071831,2,3,,2,1,3,7,2,1,1,2,1,2,,0
201901071841,1,3,2,2,1,1,2,4,1,2,2,1,1,2,5
201901071870,2,4,2,2,1,1,1,2,1,2,2,2,1,3,0
201901071935,2,3,2,2,2,3,1,1,4,2,1,1,2,2,0
201901072019,1,3,3,2,1,3,2,1,1,1,1,1,2,1,0
201901072230,2,2,4,2,2,2,2,3,1,2,1,2,3,1,3
201901072293,1,3,3,1,1,2,2,2,1,2,2,1,3,1,7
201901072357,1,3,3,2,1,1,1,1,1,2,2,1,3,1,1
201901072450,1,1,1,1,1,3,3,7,2,1,1,1,2,2,3
201901072465,1,1,2,2,1,1,2,5,3,1,2,1,1,2,0
201901072738,1,2,3,2,1,3,2,4,1,2,2,1,2,1,0
201901072795,1,3,3,2,1,1,1,1,1,1,1,1,3,1,0
201901072799,2,2,2,2,2,3,2,3,4,2,1,1,2,2,0
201901072867,1,1,4,2,1,1,2,1,1,1,2,3,3,1,0
201901073016,2,4,2,2,2,2,8,4,5,2,2,1,1,2,1
201901073020,2,2,2,2,2,3,2,4,1,1,1,1,2,2,0
201901073049,1,4,3,2,1,2,2,5,5,1,1,1,3,1,8
201901073113,2,2,2,2,1,3,2,3,1,2,1,1,2,2,0
201901073122,1,3,3,2,,3,5,1,1,2,1,1,3,1,3
201901073174,1,2,4,2,1,3,2,4,1,2,1,1,2,1,0
201901073181,1,3,3,1,1,3,2,1,,2,2,1,2,1,0
201901073210,2,2,3,2,1,3,2,4,1,1,2,1,2,1,0
201901073243,2,3,2,2,1,2,2,6,5,2,2,1,2,2,8
201901073263,1,3,1,2,1,3,2,1,1,1,2,1,2,3,0
201901073276,1,3,1,2,1,2,2,3,4,2,2,1,2,3,7
201901073341,1,3,,2,1,2,8,2,5,2,2,3,3,,0
201901073448,1,,5,2,1,1,5,5,1,2,2,3,2,1,8
201901073487,1,1,2,2,1,3,1,2,1,3,2,2,1,2,2
201901073638,1,2,3,2,1,3,2,4,1,2,2,1,2,1,4
201901073684,1,2,3,2,1,2,2,1,5,2,2,1,3,1,0
201901073716,2,4,2,2,1,2,2,3,1,2,2,3,2,2,6
201901073910,2,3,3,2,2,3,2,1,5,1,1,2,3,1,0
201901074082,2,3,5,2,2,2,2,1,,2,1,3,3,1,3
201901074112,1,3,3,2,1,1,2,2,1,2,2,1,3,1,0
201901074147,2,4,3,2,2,3,1,1,1,3,2,1,2,1,1
201901074251,1,2,2,1,1,1,2,1,5,2,2,1,3,3,4
201901074392,1,2,3,2,1,2,2,4,1,1,2,1,1,1,7
201901074419,1,2,2,2,2,3,1,1,1,2,1,1,2,2,0
201901074528,1,2,4,2,1,3,2,2,,1,2,2,2,1,1
201901074616,1,3,1,2,1,2,1,2,1,2,2,1,2,3,3
201901074664,2,4,,1,2,2,2,,5,2,9,3,3,,0
201901074681,1,2,3,2,1,1,2,3,1,1,2,1,2,1,3
201901074801,1,3,3,2,1,3,2,6,5,1,2,3,3,1,7
201901074823,1,2,3,2,2,2,2,2,1,1,1,2,3,1,0
201901074897,1,3,3,2,2,3,2,2,1,2,1,1,2,1,1
201901074990,2,3,3,2,2,3,1,1,1,2,1,1,2,1,2
201901075042,2,3,2,2,1,1,2,4,1,1,2,2,2,2,4
201901075049,1,1,3,2,1,2,2,3,1,1,2,1,2,1,1
201901075057,1,3,3,2,1,3,2,3,5,2,2,2,3,1,0
201901075065,1,3,3,2,1,3,2,2,4,2,2,1,3,1,0
201901075211,1,3,4,2,1,2,1,1,5,1,2,2,3,1,7
201901075271,2,3,5,2,2,2,2,1,1,2,2,1,3,1,1
201901075291,2,3,2,2,1,2,2,2,2,2,2,1,2,2,4
201901075298,1,3,3,2,1,3,2,,1,1,2,2,3,1,1
201901075443,2,2,3,2,1,1,2,2,1,2,2,1,1,1,0
201901075505,1,2,2,2,1,3,7,3,1,2,2,2,1,3,2
201901075536,1,3,3,1,1,1,2,3,1,2,2,2,3,1,4
201901075592,1,3,3,2,1,1,2,5,1,1,1,1,3,1,1
201901075603,1,3,3,1,1,2,2,2,5,2,9,3,3,1,4
201901075686,1,3,3,2,1,2,2,4,1,2,2,1,2,1,5
201901075695,2,4,2,2,2,1,2,1,4,1,9,1,2,2,8
201901075760,2,2,2,2,1,3,2,3,4,2,2,1,2,2,2
201901075917,1,2,3,2,1,3,2,3,1,2,1,1,3,1,0
201901076020,2,3,3,2,1,3,2,2,1,2,2,1,3,1,0
201901076034,1,4,3,2,1,3,1,2,1,1,2,1,2,1,0
201901076068,1,2,1,2,1,3,2,1,1,2,2,1,2,3,1
201901076283,1,2,3,2,1,2,1,1,1,1,2,1,2,1,0
201901076367,2,3,2,2,2,1,1,1,1,2,1,1,1,3,1
201901076544,2,3,3,2,1,3,2,2,1,1,2,2,2,1,3
201901076642,1,3,3,2,1,3,2,1,1,1,2,2,2,1,6
201901076730,1,3,4,2,1,3,2,3,5,1,2,2,3,1,0
201901076818,1,2,4,2,1,3,2,4,4,2,2,1,2,1,4
201901076872,1,2,4,2,1,1,2,1,1,2,2,1,3,1,0
201901076883,1,3,4,1,1,2,2,3,2,1,2,3,2,1,6
201901076981,2,3,3,2,2,3,2,2,1,2,1,2,2,1,1
201901076999,2,4,,2,2,2,2,6,1,1,9,2,2,,5
201901077019,2,3,1,2,1,2,2,1,1,2,2,2,2,3,3
201901077099,2,3,3,1,1,3,2,3,1,2,2,1,2,1,1
201901077204,1,1,4,2,1,1,2,1,1,2,2,2,3,1,2
201901077442,1,3,2,2,1,3,2,1,1,2,1,1,1,2,0
201901077606,2,2,3,2,1,3,2,6,1,1,2,1,2,1,0
201901078102,2,3,3,2,1,2,2,2,1,1,2,1,3,1,3
201901078166,2,3,5,2,2,2,2,2,1,1,1,1,2,1,0
201901078175,2,2,1,2,1,3,2,1,,2,1,1,3,3,1
201901078240,1,3,3,2,1,1,2,2,1,2,1,1,2,1,0
201901078368,2,3,2,2,1,2,5,3,5,2,2,2,1,2,2
201901078394,1,4,3,2,1,2,2,3,1,1,2,2,3,1,6
201901078422,1,1,3,1,1,3,7,4,5,1,2,1,3,1,0
201901078576,2,2,3,2,2,3,1,1,5,1,1,1,2,1,0
201901078637,1,3,5,2,1,3,1,1,1,1,2,1,2,1,0
201901078681,2,3,2,2,2,2,1,2,1,2,1,1,2,2,0
201901078826,2,3,3,2,2,1,2,1,1,1,1,2,2,1,1
202001000060,2,2,2,2,2,2,1,4,1,1,1,1,1,2,1
202001000070,2,4,4,2,1,2,2,2,1,2,2,2,2,1,3
202001000227,1,3,2,2,1,3,1,2,1,2,2,1,1,3,0
202001000301,2,3,2,2,1,1,2,4,1,2,1,2,2,3,6
202001000339,2,4,2,2,1,3,8,1,1,2,2,1,1,2,3
202001000348,1,2,5,2,1,3,1,1,1,1,1,1,2,1,1
202001000429,1,3,2,2,1,3,2,3,1,2,2,1,2,2,5
202001001005,2,4,1,1,1,2,2,3,5,2,2,1,2,3,4
202001001427,2,3,2,2,1,3,7,3,,2,2,1,1,3,2
202001001641,1,2,2,2,1,3,2,2,1,2,2,2,1,3,0
202001001661,2,3,2,2,2,3,1,1,1,2,2,1,1,2,0
202001001709,2,2,2,2,2,3,1,,1,1,1,2,2,2,0
202001001865,2,4,2,2,2,3,2,3,1,2,2,1,2,2,4
202001001922,2,4,2,2,1,2,7,3,1,2,2,3,2,2,0
202001002076,1,2,2,2,1,1,2,3,5,1,2,2,2,3,0
202001002088,2,2,4,2,1,3,2,1,1,2,2,2,3,1,0
202001002172,1,2,,2,1,,,,5,2,2,1,2,,5
202001002520,1,3,4,2,1,3,,4,4,2,2,2,3,1,2
202001002592,1,4,2,2,1,1,2,3,5,1,2,1,2,2,4
202001002711,2,2,2,2,2,3,1,3,1,2,1,1,1,2,0
202001002729,2,2,2,2,1,1,2,8,1,1,2,1,2,2,3
202001002975,2,3,3,1,2,2,2,5,5,1,1,1,1,1,2
202001003015,2,3,2,2,1,3,2,4,1,1,2,1,1,2,4
